overdue, is_yun, career_state, sort_time, career_talk_id, company_id, company_name, logo, hotcount, professionals, career_type, recruit_type, company_review, company_property, industry_category, city_name, meet_name, meet_time, school_name, address, room, view_count, recept_faculty, is_above_college_degree, is_above_bachelor_degree, is_above_master_degree, is_above_doctor_degree, is_recommend, recommend_time, meet_day
0, 0, 0, -1569567600, 267882, 155904, 上海浦东发展银行股份有限公司广州分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1529481767-7722.png, 0, 不限专业, , 正式宣讲, , 国有企业, 金融业, 广州, 上海浦东发展银行股份有限公司广州分行, 15:00, , 研A403, , 1348, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 0, -1569567600, 270968, 96696, 蓝月亮（中国）有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1510036133-5222.png, 0, 不限专业, , 正式宣讲, , 三资企业, 制造业, 广州, 蓝月亮2020秋季宣讲会, 15:00, , 新化工楼D区报告厅, , 2562, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-09-27
0, 0, 0, -1569567600, 253576, 160805, 深南电路股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1535511366-9307.jpg, 7, 机械电子工程、机械设计制造及其自动化、材料化学、高分子材料与工程、电子信息类, , 正式宣讲, , 国有企业, 制造业, 深圳, 深南电路股份有限公司, 15:00, , 研A402, , 2096, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 0, -1569567600, 265370, 299551, 长沙经济技术开发区人才交流服务中心, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567732566-5201.jpg, 0, 汽车服务工程、车辆工程、机械类、机械设计制造及其自动化、车辆工程、机械工程、机械类、机械设计制造及其自动化、车辆工程、化学工程与工艺、环境工程、环境生态工程、环境科学与工程类、化学类, , 正式宣讲, , 其他事业单位, 公共管理、社会保障和社会组织, 长沙, 长沙经济技术开发区优势产业链湖南大学校园招聘会, 15:00, , 【常】复临舍101报告厅, , 3207, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 0, -1569567600, 243634, 163635, 湖南澳海房地产开发有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1536128387-6231.png, 0, 教育学、教育技术学、学前教育、心理学、市场营销、土木工程、建筑环境与能源应用工程、给排水科学与工程、建筑电气与智能化、道路桥梁与渡河工程、工程管理、工程造价、土木工程、建筑学、城乡规划、风景园林、环境设计、国际经济与贸易、历史学、工商管理、会计学、人力资源管理、行政管理、不限专业, , 正式宣讲, , 民营企业, 房地产业, 长沙, 澳海控股, 15:00, , 研C203, , 2252, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 2, -1569567600, 262114, 293227, 湖南轨道交通控股集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1568184735-4320.jpg, 1, 法学、会计学、财务管理、审计学, , 正式宣讲, , 国有企业, 交通运输、仓储和邮政业, 长沙, 湖南轨道交通控股集团有限公司, 15:00, , 研B403, , 3062, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 2, -1569567600, 249584, 288542, 领益智造科技（东莞）有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1564886313-1505.jpg, 1, 金融学类、财务管理、统计学类、物流管理、市场营销、英语、公共管理类、电子商务类、市场营销、社会学类、英语、人力资源管理、经济与贸易类、网络工程、电子商务及法律、不限专业, , 正式宣讲, , 民营企业, 制造业, 东莞, 领益智造科技（东莞）有限公司, 15:00, , 研A104, , 1602, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-27
0, 0, 0, -1569546000, 265044, 302814, 广东大普通信技术有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1568612905-7729.png, 0, 机械类、机械设计制造及其自动化、机械电子工程、微电子科学与工程、集成电路设计与集成系统、电子信息科学与技术、电子科学与技术、信息与计算科学、计算机类, , 正式宣讲, , 民营企业, 制造业, 东莞, 广东大普通信技术有限公司, 09:00, , 【常】复临舍105, , 1553, 物理与微电子科学学院, 0, 0, 1, 0, 0, 0, 2019-09-27
0, 0, 2, -1569495600, 249092, 4920, 中国铁建重工集团股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1566528550-7827.png, 24, 计算机科学与技术、软件工程、电气工程及其自动化、电气工程与智能控制、电子信息工程、电气工程及其自动化、机械设计制造及其自动化、自动化、工商管理、市场营销、电气工程及其自动化、机械设计制造及其自动化、测控技术与仪器、自动化、电气工程及其自动化、机械设计制造及其自动化、测控技术与仪器、材料成型及控制工程、自动化、测绘工程、材料成型及控制工程、高分子材料与工程、机械电子工程、能源与动力工程、机械设计制造及其自动化、机械工程、机械电子工程、、机械设计制造及其自动化、机械电子工程、材料成型及控制工程、无机非金属材料, , 正式宣讲, , 国有企业, 制造业, 长沙, 中国铁建重工集团2020届校园招聘, 19:00, , 研A201, , 3427, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 258312, 299966, 数字广东网络建设有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567762485-6644.png, 0, 不限专业, , 正式宣讲, , 其他企业, 信息传输、软件和信息技术服务业, 广州, 数字广东网络建设有限公司, 19:00, , 研B106, , 1494, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 270357, 249700, 中移动金融科技有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1552374205-3257.jpg, 0, 不限专业, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 东城区, 中移金科2020秋季校园招聘, 19:00, , 研B107, , 2218, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 257327, 289057, 特变电工股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567770104-9422.png, 1, 不限专业, , 正式宣讲, , 民营企业, 制造业, 昌吉, 特变电工股份有限公司, 19:00, , 研B302, , 2129, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 272201, 304527, 上海浦东发展银行股份有限公司长沙分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1568804857-4384.png, 1, 不限专业, , 正式宣讲, , 其他企业, 金融业, 长沙, 2020年浦发银行长沙分行秋季校园招聘公告, 19:00, , 研B403, , 1374, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 262234, 301214, 中国能源建设集团江苏省电力设计院有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1568115588-6372.PNG, 0, 计算机类、网络工程、通信工程、电子信息类、自动化类, , 正式宣讲, , 国有企业, 电力、热力、燃气及水生产和供应业, 南京, 中国能源建设集团江苏省电力设计院有限公司, 19:00, , 研B109, , 2083, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 257890, 159865, 二重（德阳）重型装备有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1535005351-8349.png, 3, 交通运输、物流工程、交通工程、自动化、电气工程及其自动化、不限专业, , 正式宣讲, , 国有企业, 制造业, 德阳, 二重（德阳）重型装备有限公司, 19:00, , 研A404, , 2403, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 261485, 15144, 东风汽车有限公司东风日产乘用车公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1505111031-3101.jpg, 3, 不限专业, , 正式宣讲, , 其他企业, 制造业, 广州, 东风日产2020年秋季校园招聘, 19:00, , 【常】复临舍101报告厅, , 3389, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 260486, 158641, 中国电子科技集团公司第五十五研究所, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1536206712-8067.jpg, 0, 不限专业, , 正式宣讲, , 科研设计单位, 科学研究和技术服务业, 南京, 中国电子科技集团公司第五十五研究所2020届校招宣讲会, 19:00, , 研A403, , 2309, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 261264, 292971, 南京中新赛克科技有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567502679-7281.png, 1, 计算机类、计算机科学与技术、电子与计算机工程、通信工程、轨道交通信号与控制、机械电子工程、电子信息类、电子信息工程、电子科学与技术、微电子科学与工程、电子封装技术、电子信息科学与技术、应用电子技术教育、船舶电子电气工程、电子商务类、电子商务、电子商务及法律、机械设计制造及其自动化、电气工程及其自动化、自动化类、自动化、计算机类、计算机科学与技术、电子与计算机工程、软件工程、机械电子工程、电子信息类、电子信息工程、电子科学与技术、微电子科学与工程、电子封装技术、电子信息科学与技术、应用电子技术教育、船舶电子, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 南京, 南京中新赛克科技有限责任公司, 19:00, , 研A402, , 1172, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 265384, 73018, 华劲集团股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567851937-3288.jpg, 0, 不限专业, , 正式宣讲, , 三资企业, 制造业, 南宁, 研22.26万！本20.96万！华劲集团股份有限公司校招！, 19:00, , 研B105, , 4421, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 262319, 70792, 深圳海外装饰工程有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1504925085-8818.png, 15, 电气工程及其自动化、机械设计制造及其自动化、自动化、法学类、会计学、审计学、、建筑学、城乡规划、风景园林、设计学类、艺术设计学、市场营销、信息管理与信息系统、工程管理、工程管理、工程造价、土木工程、工程力学、电气工程及其自动化、、土木工程、建筑环境与能源应用工程、安全科学与工程类、安全工程、、环境工程、国际经济与贸易、、物流管理、会计学、财务管理、税收学、人力资源管理、信息与计算科学、行政管理、, , 正式宣讲, , 国有企业, 建筑业, 深圳, 中建深圳海外装饰工程有限公司2020届校园招聘, 19:00, , 研A104, , 1340, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 266712, 155875, 深圳市有方科技股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1529478534-7033.jpg, 0, 通信工程、自动化类、计算机类、网络工程、计算机科学与技术、通信工程、自动化类、计算机类、物联网工程、软件工程、通信工程、自动化类、物联网工程、计算机类、信息安全、通信工程、物联网工程、计算机类、自动化、自动化类、通信工程、物联网工程、计算机类、自动化类、软件工程、通信工程、物联网工程、自动化类、计算机类、软件工程、车辆工程、通信工程、电子信息工程、微电子科学与工程、软件工程、物联网工程、计算机类、通信工程、自动化、电子信息工程、会计学、财务管理、审计学、人力资源管理、劳动关系、行政管理, , 正式宣讲, , 民营企业, 信息传输、软件和信息技术服务业, 深圳, 深圳市有方科技股份有限公司2020届校园招聘, 19:00, , 研B203, , 1382, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 244448, 175111, 贝壳找房（北京）科技有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1537953894-2428.png, 0, 不限专业, , 正式宣讲, , 民营企业, 房地产业, 海淀区, 贝壳找房（北京）科技有限公司, 19:00, , 【常】复临舍105, , 1938, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569495600, 270578, 158213, 苏州银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1533019012-4082.png, 0, 哲学类、哲学、逻辑学、宗教学、伦理学、不限专业, , 正式宣讲, , 国有企业, 金融业, 苏州, 苏州银行股份有限公司2020年度校园招聘项目, 19:00, , 研B402, , 945, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 2, -1569481200, 248323, 71457, 恒生电子股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1552218691-5944.png, 2, , , 正式宣讲, , 民营企业, 信息传输、软件和信息技术服务业, 杭州, 全球金融IT百强-恒生2020校园招聘全计划, 15:00, , 综合楼105, , 2539, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 276067, 309448, 中国石化集团资产经营管理有限公司荆门分公司, http://pic.bibibi.net/public/images/icon/5.png, 0, , , 正式宣讲, , 国有企业, 制造业, , 中国石化集团资产经营管理有限公司荆门分公司, 15:00, , 【常】招就处329报告厅, , 782, , 0, 0, 0, 0, 0, 0, 2019-09-26
0, 0, 2, -1569481200, 251506, 77425, 传化智联股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1506327619-2417.png, 0, 经济统计学、工商管理类、市场营销、工商管理、交通管理、物流工程、物流管理与工程类、物流管理、建筑类、建筑学、工程管理、物业管理、物流管理与工程类、物流工程、工程造价、市场营销、物流管理、物流工程、工商管理类、工商管理、物业管理、交通管理、物流管理与工程类、贸易经济、经济与贸易类、国际经济与贸易、经济与金融、工商管理、市场营销、会计学、财务管理、人力资源管理、审计学、物业管理、劳动关系、公共管理类、公共事业管理、行政管理、劳动与社会保障、交通管理、公共关系学、物流管理, , 正式宣讲, , 民营企业, 交通运输、仓储和邮政业, 杭州, 传化智联股份有限公司, 15:00, , 【临】研究生院楼研A204, , 1646, 经济与贸易学院, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 252031, 68980, 蓝思科技股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1504146372-6938.jpg, 18, 英语、朝鲜语、日语、国际经济与贸易、自动化、物流管理、物流管理与工程类、工业工程类、化学类、材料类、化学类、机械类、电气类、光电信息科学与工程、机械类、电气类、机械设计制造及其自动化、自动化类、测控技术与仪器、安全工程、环境工程、消防工程、会计学、统计学、财务管理、人力资源管理、工商管理类、心理学类、播音与主持艺术、行政管理, , 正式宣讲, , 其他企业, 制造业, 长沙, 蓝思科技股份有限公司, 15:00, , 研B204, , 3418, 招生与就业指导处, 1, 0, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 272790, 162691, 中国建设银行股份有限公司湖南省分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1536027833-8866.jpg, 2, 不限专业, , 正式宣讲, , 国有企业, 金融业, 长沙, 中国建设银行湖南省分行2020年度校园招聘, 15:00, , 【常】逸夫楼报告厅, , 1636, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 248997, 116750, 湖北金泉新材料有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1517366847-6388.jpg, 4, 财务管理、会计学、电气类、材料类、化学类、电气工程及其自动化、化学类、材料类、环境工程、安全工程、物流管理、统计学类、财务管理、会计学、国际经济与贸易、材料类、电气工程与智能控制、化学类、材料类、市场营销、商务英语、化学类、统计学类、机械类、机械设计制造及其自动化、自动化类、软件工程、土木类、工程管理、建筑类、化学类、材料类、机械类、自动化类、人力资源管理、行政管理、工商管理类、法学类, , 正式宣讲, , 民营企业, 制造业, 荆门, 亿纬锂能-湖北金泉新材料有限责任公司, 15:00, , 【常】复临舍105, , 1386, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 275380, 212408, 恒丰银行股份有限公司长沙分行, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1542161394-2640.png, 1, 金融学、财务管理、会计学、经济学、工商管理、金融学、经济学、会计学、财务管理、经济学、金融学、财务管理、会计学、人力资源管理、不限专业, , 正式宣讲, , 国有企业, 金融业, 长沙, 恒丰银行2020年校园招聘启事, 15:00, , 研C203, , 775, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 263614, 125649, 湖南建工集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1521011763-5985.gif, 29, 金融学、国际经济与贸易、、法学类、法学、汉语言文学、行政管理、秘书学、新闻学、市场营销、金融学、经济学、土木工程、、工程造价、土木工程、园林、风景园林、土地资源管理、自然地理与资源环境、会计学、财政学、金融学、审计学、财务管理, , 正式宣讲, , 国有企业, 建筑业, 长沙, 湖南建工集团有限公司, 15:00, , 研C302, , 2166, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569481200, 256718, 118947, 中冶集团武汉勘察研究院有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1519871418-7417.png, 2, 土木类、土木工程、地质工程、勘查技术与工程、土木工程、土木类、工程管理、工程造价, , 正式宣讲, , 国有企业, 建筑业, 武汉, 中冶集团武汉勘察研究院有限公司2020届校园招聘, 15:00, , 【常】复临舍106, , 2022, 土木工程学院, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569459600, 252947, 3284, 平高集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1510125187-7595.jpg, 4, 金融学、财务管理、会计学、英语、俄语、机械设计制造及其自动化、机械工程、自动化、电气工程及其自动化、机械类、, , 正式宣讲, , 国有企业, 制造业, 平顶山, 国家电网平高集团有限公司2020年高校毕业生招聘（一批）, 09:00, , 【常】复临舍106, , 3903, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569459600, 248729, 122677, 中国电器科学研究院股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1566956811-8308.png, 3, 高分子材料与工程、化学、化学工程与工艺、财务管理、会计学、计算机科学与技术、软件工程、英语、市场营销、人力资源管理、国际经济与贸易、电气类、电气工程及其自动化、机械电子工程、测控技术与仪器、自动化、电气工程及其自动化、机械电子工程、机械设计制造及其自动化、机械电子工程、机械电子工程、电子信息类、化学、高分子材料与工程、化工与制药类、仪器类、通信工程、电子信息类, , 正式宣讲, , 国有企业, 科学研究和技术服务业, 广州, 中国电器科学研究院股份有限公司, 09:00, , 【常】复临舍105, , 2325, 招生与就业指导处, 0, 0, 0, 1, 0, 0, 2019-09-26
0, 0, 2, -1569459600, 248738, 798, 苏交科集团股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1553486661-4536.jpg, 3, 土木工程、给排水科学与工程、城市地下空间工程、建筑电气与智能化、建筑环境与能源应用工程、土木工程、给排水科学与工程、城市地下空间工程、建筑环境与能源应用工程、计算机科学与技术, , 正式宣讲, , 民营企业, 科学研究和技术服务业, 南京, 苏交科集团股份有限公司, 09:00, , 【临】研究生院楼B402, , 1884, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-26
0, 0, 0, -1569409200, 252674, 163731, 中国长城科技集团股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1536133715-1226.png, 0, 机械类、电子信息类、水声工程、计算机类、通信工程, , 正式宣讲, , 国有企业, 信息传输、软件和信息技术服务业, 长沙, 中国长城科技集团2020届校园招聘, 19:00, , 研B303, , 2512, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 2, -1569409200, 255240, 118111, 厦门航空有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1519641281-1556.jpg, 4, 不限专业, , 正式宣讲, , 国有企业, 交通运输、仓储和邮政业, 厦门, 厦门航空2020“白鹭之星”秋招提前批&秋季校园招聘项目, 19:00, , 【常】复临舍105, , 1923, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 252012, 96916, 建安投资控股集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1510052636-1812.jpg, 0, 人力资源管理、不限专业, , 正式宣讲, , 国有企业, 金融业, 毫州, 建安2020秋季校园招聘, 19:00, , 【临】财院校区二教203, , 1801, 招生与就业指导处, 0, 0, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 256386, 290469, 厦门国贸控股集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1566799065-8042.png, 0, 计算机类、通信工程、数学类、自动化类、财务管理, , 正式宣讲, , 国有企业, 制造业, 厦门, 厦门国贸控股集团有限公司, 19:00, , 【常】复临舍201报告厅, , 1653, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 262308, 24404, 北京数字政通科技股份有限公司, http://pic.bibibi.net/yunyan1868899575/company/VceR49HApTgGuEdy5OoGjYX_Bajqy4Wlzkd1xktETlKvDHENsPyXi82Xnn734a0u, 2, 不限专业, , 正式宣讲, , 其他企业, 信息传输、软件和信息技术服务业, 海淀区, 北京数字政通科技股份有限公司, 19:00, , 研B109, , 992, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 255149, 161703, 陕西汽车控股集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1535779340-8624.png, 2, 经济学类、人力资源管理、行政管理、机械类、车辆工程、电气类、计算机类、机械类、车辆工程、汽车服务工程、电气类, , 正式宣讲, , 国有企业, 制造业, 西安, 陕西汽车控股集团有限公司, 19:00, , 研C203, , 1297, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 249007, 74200, 百世物流科技（中国）有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1505716052-2383.png, 5, 电子信息类、电子信息工程、电子科学与技术、通信工程、信息工程、计算机类、计算机科学与技术、软件工程、网络工程、信息安全、物联网工程、数学类、数学与应用数学、信息与计算科学、数理基础科学、电子信息类、电子科学与技术、信息工程、电子信息科学与技术、计算机类、计算机科学与技术、软件工程、网络工程、信息安全、物联网工程、电子与计算机工程、不限专业, , 正式宣讲, , 三资企业, 交通运输、仓储和邮政业, 杭州, 百世集团2020校园招聘, 19:00, , 【常】复临舍106, , 2231, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 261851, 135254, 乐学在线教育科技（北京）有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1522740049-5596.png, 1, 不限专业, , 正式宣讲, , 三资企业, 教育, 海淀区, 2020年秋季校园招聘会-乐享青春，为你而来, 19:00, , 研B404, , 1639, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569409200, 253943, 292105, 长沙市芙蓉区新东方教育培训学校有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1567389748-1225.jpg, 2, 不限专业, , 正式宣讲, , 民营企业, 教育, 长沙, 新东方教育科技集团, 19:00, , 研A201, , 1418, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 252438, 244618, 中国建筑第七工程局有限公司西南分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1551757465-9753.jpg, 1, 土木工程、工程造价、工程管理、安全工程、物流管理与工程类, , 正式宣讲, , 国有企业, 房地产业, 江北, 中国建筑第七工程局有限公司西南分公司, 15:00, , 研A304, , 1504, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 255033, 26911, 中机国际工程设计研究院有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1537253024-1036.png, 0, 财务管理、会计学、给排水科学与工程、电气工程及其自动化、过程装备与控制工程、电气工程与智能控制、电气工程及其自动化、建筑电气与智能化、电气类、环境工程、建筑类、建筑环境与能源应用工程、油气储运工程、建筑环境与能源应用工程、建筑学、工艺美术、机械设计制造及其自动化、机械工艺技术、工程造价、工程管理、电气类、工程管理、工商管理类、人力资源管理、工商管理、信息管理与信息系统、土木工程、园林、风景园林、人文地理与城乡规划、城乡规划、地球信息科学与技术、人文地理与城乡规划、城乡规划、中文/新闻/哲学、哲学类、哲学、, , 正式宣讲, , 国有企业, 建筑业, 长沙, 中机国际工程设计研究院有限责任公司2020年校园招聘宣讲会, 15:00, , 【常】复临舍106, , 4251, 招生与就业指导处, 0, 0, 1, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 246595, 165023, 湖南大学设计研究院有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1536289358-8536.jpg, 0, 建筑类、建筑学、城乡规划、建筑学、土木类、土木工程, , 正式宣讲, , 国有企业, 建筑业, 长沙, 湖南大学设计研究院有限公司, 15:00, , 研A303, , 3274, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 254032, 174689, 浙商银行股份有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1537937038-6177.jpg, 0, 网络工程、通信工程、计算机类、计算机科学与技术、电子与计算机工程、信息与计算科学、软件工程、计算机类、计算机科学与技术、通信工程, , 正式宣讲, , 民营企业, 金融业, 杭州, 浙商银行股份有限公司2020届校园招聘, 15:00, , 研B203, , 1300, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 254801, 118458, 长沙市赏识培粹教育咨询有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1519700106-3978.JPG, 4, 汉语国际教育、汉语言文学、应用物理学、物理学、电子信息科学与技术、制药工程、化学、化学工程与工艺、应用化学、资源循环科学与工程、信息与计算科学、数学与应用数学、统计学、俄语、日语、朝鲜语、法语、英语, , 正式宣讲, , 民营企业, 教育, 长沙, 赏识培训2020校园招聘-入赏有为，向阳生长, 15:00, , 研B303, , 1372, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 261463, 46861, 中国十九冶集团有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1504578608-7983.jpg, 32, 力学类、机械类、土木类、地质类、建筑类, , 正式宣讲, , 国有企业, 建筑业, 成都, 中国十九冶集团有限公司, 15:00, , 研C302, , 1411, 土木工程学院, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 258404, 174812, 中国石油化工股份有限公司镇海炼化分公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1537944155-9562.jpg, 4, 化学工程与工艺、化工与制药类、、油气储运工程, , 正式宣讲, , 国有企业, 制造业, 宁波, 中国石油化工股份有限公司镇海炼化分公司, 15:00, , 研A209, , 1454, 化学化工学院, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 253585, 159882, 长沙浩鲸云软件有限公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1535007829-3295.JPG, 3, 不限专业, , 正式宣讲, , 民营企业, 信息传输、软件和信息技术服务业, 长沙, 浩鲸科技(阿里巴巴旗下猛将)2020届秋季校园招聘, 15:00, , 研C201, , 2276, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
0, 0, 0, -1569394800, 253334, 162201, 贵州航天工业有限责任公司, http://yun-campus-res.oss-cn-shenzhen.aliyuncs.com/company/1535946489-6524.jpg, 5, 材料类、机械类、电子信息类、自动化类、计算机类、机械类、材料类、电气类、自动化类、机械类、材料类、电气类、电子信息类、自动化类、不限专业, , 正式宣讲, , 国有企业, 制造业, 贵阳, 中国航天科工集团第十研究院2020届校园招聘, 15:00, , 【常】复临舍105, , 2688, 招生与就业指导处, 0, 1, 0, 0, 0, 0, 2019-09-25
